name,website,email,source,country,description,scraped_at
"JsLinux","https://bellard.org/jslinux","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Jor1k","https://s-macke.github.io/jor1k/demos/main.html","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"v86","https://copy.sh/v86","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"⬆️ Back to Top","#table-of-contents","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Bearer","https://www.bearer.sh/","","GitHub/ripienaar/free-for-dev","","Helps implement privacy by design via audits and continuous workflows so that organizations comply with GDPR and other regulations. The free tier is limited to smaller teams and the SaaS version only.","2025-05-27 19:45:51"
"Osano","https://www.osano.com/","","GitHub/ripienaar/free-for-dev","GDPR representation to cookie banners","Consent management and compliance platform with everything from GDPR representation to cookie banners. The free tier offers basic features.","2025-05-27 19:45:51"
"Iubenda","https://www.iubenda.com/","","GitHub/ripienaar/free-for-dev","","Privacy and cookie policies and consent management. The free tier offers limited privacy and cookie policy as well as cookie banners.","2025-05-27 19:45:51"
"Cookiefirst","https://cookiefirst.com/","","GitHub/ripienaar/free-for-dev","","Cookie banners, auditing, and multi-language consent management solution. The free tier offers a one-time scan and a single banner.","2025-05-27 19:45:51"
"Ketch","https://www.ketch.com/","","GitHub/ripienaar/free-for-dev","","Consent management and privacy framework tool. The free tier offers most features with a limited visitor count.","2025-05-27 19:45:51"
"Concord","https://www.concord.tech/","","GitHub/ripienaar/free-for-dev","","Full data privacy platform, including consent management, privacy request handling (DSARs), and data mapping. Free tier includes core consent management features and they also provide a more advanced plan for free to verified open source projects.","2025-05-27 19:45:51"
"⬆️ Back to Top","#table-of-contents","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"BackgroundStyler.com","https://backgroundstyler.com","","GitHub/ripienaar/free-for-dev","","Create aesthetic screenshots of your code, text or images to share on social media.","2025-05-27 19:45:51"
"BinShare.net","https://binshare.net","","GitHub/ripienaar/free-for-dev","","Create & share code or binaries. Available to share as a beautiful image e.g. for Twitter / Facebook post or as a link e.g. for chats or forums.","2025-05-27 19:45:51"
"Blynk","https://blynk.io","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Bricks Note Calculator","https://free.getbricks.app/","","GitHub/ripienaar/free-for-dev","","a note-taking app (PWA) with a powerful built-in multiline calculator.","2025-05-27 19:45:51"
"Carbon.now.sh","https://carbon.now.sh","","GitHub/ripienaar/free-for-dev","","create and share code snippets in an aesthetic screenshot-like image format. Usually used to aesthetically share/show off code snippets on Twitter or blog posts.","2025-05-27 19:45:51"
"Code Time","https://www.software.com/code-time","","GitHub/ripienaar/free-for-dev","","an extension for time-tracking and coding metrics in VS Code, Atom, IntelliJ, Sublime Text, and more.","2025-05-27 19:45:51"
"Codepng","https://www.codepng.app","","GitHub/ripienaar/free-for-dev","your source code to share on social media","Create excellent snapshots from your source code to share on social media.","2025-05-27 19:45:51"
"CodeToImage","https://codetoimage.com/","","GitHub/ripienaar/free-for-dev","","Create screenshots of code or text to share on social media.","2025-05-27 19:45:51"
"Cronhooks","https://cronhooks.io/","","GitHub/ripienaar/free-for-dev","","Schedule on-time or recurring webhooks. The free plan allows 5 ad-hoc schedules.","2025-05-27 19:45:51"
"cron-job.org","https://cron-job.org","","GitHub/ripienaar/free-for-dev","","Online cronjobs service. Unlimited jobs are free of charge.","2025-05-27 19:45:51"
"datelist.io","https://datelist.io","","GitHub/ripienaar/free-for-dev","","Online booking / appointment scheduling system. Free up to 5 bookings per month, includes 1 calendar","2025-05-27 19:45:51"
"Domain Forward","https://domain-forward.com/","","GitHub/ripienaar/free-for-dev","","A straightforward tool to forward any URL or Domain. Free up to 5 domains and 200k requests per month.","2025-05-27 19:45:51"
"Elementor","https://elementor.com","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Format Express","https://www.format-express.dev","","GitHub/ripienaar/free-for-dev","","Instant online format for JSON / XML / SQL.","2025-05-27 19:45:51"
"FOSSA","https://fossa.com/","","GitHub/ripienaar/free-for-dev","","Scalable, end-to-end management for third-party code, license compliance and vulnerabilities.","2025-05-27 19:45:51"
"Hook Relay","https://www.hookrelay.dev/","","GitHub/ripienaar/free-for-dev","","Add webhook support to your app without the hassles: done-for-you queueing, retries with backoff, and logging. The free plan has 100 deliveries per day, 14-day retention, and 3 hook endpoints.","2025-05-27 19:45:51"
"http2.pro","https://http2.pro","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"kandi","https://kandi.openweaver.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Base64 decoder/encoder","https://devpal.co/base64-decode/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"newreleases.io","https://newreleases.io/","","GitHub/ripienaar/free-for-dev","GitHub","Receive notifications on email, Slack, Telegram, Discord, and custom webhooks for new releases from GitHub, GitLab, Bitbucket, Python PyPI, Java Maven, Node.js NPM, Node.js Yarn, Ruby Gems, PHP Packagist, .NET NuGet, Rust Cargo and Docker Hub.","2025-05-27 19:45:51"
"OnlineExifViewer","https://onlineexifviewer.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"PDFMonkey","https://www.pdfmonkey.io/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Pika Code Screenshots","https://pika.style/templates/code-image","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"QuickType.io","https://quicktype.io/","","GitHub/ripienaar/free-for-dev","JSON","Quickly auto-generate models/class/type/interface and serializers from JSON, schema, and GraphQL for working with data quickly & safely in any programming language. Convert JSON into gorgeous, typesafe code in any language.","2025-05-27 19:45:51"
"RandomKeygen","https://randomkeygen.com/","","GitHub/ripienaar/free-for-dev","","A free mobile-friendly tool that offers a variety of randomly generated keys and passwords you can use to secure any application, service, or device.","2025-05-27 19:45:51"
"ray.so","https://ray.so/","","GitHub/ripienaar/free-for-dev","","Create beautiful images of your code snippets.","2025-05-27 19:45:51"
"readme.com","https://readme.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"redirection.io","https://redirection.io/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"redirect.ing","https://redirect.ing/","","GitHub/ripienaar/free-for-dev","","Fast & secure domain forwarding without managing servers or SSL certificates. Free plan includes 10 hostnames and 100,000 requests per month.","2025-05-27 19:45:51"
"redirect.pizza","https://redirect.pizza/","","GitHub/ripienaar/free-for-dev","","Easily manage redirects with HTTPS support. The free plan includes 10 sources and 100,000 hits per month.","2025-05-27 19:45:51"
"ReqBin","https://reqbin.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Smartcar API","https://smartcar.com","","GitHub/ripienaar/free-for-dev","","An API for cars to locate, get fuel tank, battery levels, odometer, unlock/lock doors, etc.","2025-05-27 19:45:51"
"snappify","https://snappify.com","","GitHub/ripienaar/free-for-dev","","Enables developers to create stunning visuals. From beautiful code snippets to fully fletched technical presentations. The free plan includes up to 3 snaps at once with unlimited downloads and 5 AI-powered code explanations per month.","2025-05-27 19:45:51"
"Sunrise and Sunset","https://sunrisesunset.io/api/","","GitHub/ripienaar/free-for-dev","","Get sunrise and sunset times for a given longitude and latitude.","2025-05-27 19:45:51"
"superfeedr.com","https://superfeedr.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"SurveyMonkey.com","https://www.surveymonkey.com","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Tiledesk","https://tiledesk.com","","GitHub/ripienaar/free-for-dev","your website","Create chatbots and conversational apps. Bring them omnichannel: from your website (live chat widget) to WhatsApp. Free plan with unlimited chatbots.","2025-05-27 19:45:51"
"Versionfeeds","https://versionfeeds.com","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"videoinu","https://videoinu.com","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Webacus","https://webacus.dev","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"⬆️ Back to Top","#table-of-contents","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Getscreen.me","https://getscreen.me","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Apache Guacamole™","https://guacamole.apache.org/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"RemSupp","https://remsupp.com","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"RustDesk","https://rustdesk.com/","","GitHub/ripienaar/free-for-dev","","Open source virtual/remote desktop infrastructure for everyone!","2025-05-27 19:45:51"
"AnyDesk","https://anydesk.com","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"⬆️ Back to Top","#table-of-contents","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"itch.io","https://itch.io/game-assets","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Gamefresco.com","https://gamefresco.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"GameDevMarket","https://gamedevmarket.net","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"OpenGameArt","https://opengameart.org","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"CraftPix","https://craftpix.net","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Game Icons","https://game-icons.net/","","GitHub/ripienaar/free-for-dev","","Free styleable SVG/PNG icons provided under a CC-BY license.","2025-05-27 19:45:51"
"LoSpec","https://lospec.com/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"ArtStation","https://www.artstation.com/","","GitHub/ripienaar/free-for-dev","","MarketPlace for Free/Paid 2D, 3D assets & audios, icons, tile sets, game kits. Also, It can be used for showcasing your art portfolio.","2025-05-27 19:45:51"
"Rive","https://rive.app/community/","","GitHub/ripienaar/free-for-dev","","Community assets as well as create your own game assets using its free plan.","2025-05-27 19:45:51"
"Poly Pizza","https://poly.pizza/","","GitHub/ripienaar/free-for-dev","","Free low poly 3D assets","2025-05-27 19:45:51"
"3Dassets.one","https://3dassets.one/","","GitHub/ripienaar/free-for-dev","","Over 8,000 free/paid 3D models, and PBR materials for making textures.","2025-05-27 19:45:51"
"Kenney","https://www.kenney.nl/assets/","","GitHub/ripienaar/free-for-dev","Netherlands","Free (CC0 1.0 Universal licensed) 2D, 3D, Audio, and UI game assets.","2025-05-27 19:45:51"
"Poliigon","https://www.poliigon.com/","","GitHub/ripienaar/free-for-dev","","Free and paid textures (with variable resolution), models, HDRIs, and brushes. Offers free plugins to export to software like Blender.","2025-05-27 19:45:51"
"Freesound","https://freesound.org/","","GitHub/ripienaar/free-for-dev","","Free collaborative sound library offerer with different CC licenses.","2025-05-27 19:45:51"
"⬆️ Back to Top","#table-of-contents","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Wikimint Developer","https://developer.wikimint.com/p/tools.html","","GitHub/ripienaar/free-for-dev","","Always free tools for web developers that includes CSS minify unminify, image optimizer, image resizer, case convertor, CSS validator, JavaScript compiler, HTML editor, etc.","2025-05-27 19:45:51"
"ElevateAI","https://www.elevateai.com","","GitHub/ripienaar/free-for-dev","","Get up to 200 hours of audio transcription for free every month.","2025-05-27 19:45:51"
"get.localhost.direct","https://get.localhost.direct","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Framacloud","https://degooglisons-internet.org/en/","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"github.com — FOSS for Dev","https://github.com/tvvocold/FOSS-for-Dev","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"GitHub Education","https://education.github.com/pack","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Markdown Tools","https://markdowntools.com","","GitHub/ripienaar/free-for-dev","Markdown","Tools for converting HTML, CSVs, PDFs, JSON, and Excel files to and from Markdown","2025-05-27 19:45:51"
"Microsoft 365 Developer Program","https://developer.microsoft.com/microsoft-365/dev-program","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
"Pyrexp","https://pythonium.net/regex","","GitHub/ripienaar/free-for-dev","","No description","2025-05-27 19:45:51"
